date,round_id,round_label,program_idx,title_original,title_clean,title_base,place_single,program_type_clean,program_type_group,participation_type_clean,year,month,day,weekday,weekday_kr,is_weekend,season,has_time,start_time_first,end_time_first,duration_minutes_first,has_reward,has_children,has_night,has_music,has_food,has_guide,has_hanbok,has_reservation_notice,has_fee_info,has_rain_notice
2022-08-07,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,7,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-08,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,8,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-09,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,9,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-10,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,10,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-11,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,11,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-12,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,12,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-13,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,13,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-14,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,14,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-15,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,15,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-16,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,16,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-17,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,17,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-18,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,18,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-19,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,19,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-20,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,20,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-21,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,21,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-22,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,22,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-23,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,23,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-24,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,24,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-25,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,25,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-26,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,26,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-27,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,27,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-28,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,28,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-29,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,29,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-30,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,30,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-08-31,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,8,31,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-01,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,1,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-02,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,2,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-03,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,3,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-04,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,4,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-05,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,5,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-06,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,6,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-07,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,7,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-08,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,8,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-09,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,9,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-10,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,10,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-11,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,11,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-12,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,12,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-13,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,13,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-14,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,14,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-15,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,15,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-16,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,16,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-17,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,17,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-18,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,18,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-19,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,19,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-20,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,20,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-21,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,21,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-22,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,22,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-23,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,23,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-24,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,24,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-25,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,25,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-26,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,26,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-27,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,27,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-28,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,28,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-29,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,29,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-09-30,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,9,30,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-01,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,1,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-02,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,2,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-03,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,3,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-04,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,4,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-05,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,5,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-06,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,6,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-07,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,7,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-08,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,8,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-09,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,9,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-10,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,10,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-11,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,11,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-12,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,12,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-13,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,13,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-14,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,14,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-15,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,15,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-16,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,16,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-17,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,17,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-18,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,18,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-19,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,19,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-20,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,20,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-21,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,21,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-22,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,22,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-23,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,23,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-24,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,24,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-25,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,25,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-26,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,26,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-27,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,27,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-28,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,28,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-29,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,29,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-30,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,30,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-10-31,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,10,31,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-01,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,1,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-02,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,2,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-03,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,3,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-04,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,4,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-05,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,5,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-06,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,6,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-07,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,7,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-08,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,8,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-09,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,9,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-10,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,10,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-11,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,11,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-12,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,12,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-13,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,13,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-14,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,14,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-15,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,15,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-16,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,16,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-17,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,17,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-18,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,18,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-19,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,19,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-20,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,20,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-21,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,21,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-22,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,22,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-23,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,23,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-24,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,24,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-25,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,25,Friday,금,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-26,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,26,Saturday,토,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-27,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,27,Sunday,일,1,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-28,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,28,Monday,월,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-29,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,29,Tuesday,화,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-11-30,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,11,30,Wednesday,수,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
2022-12-01,9,8회,208,경복궁 수문장 교대의식,경복궁 수문장 교대의식,수문장 교대의식,경복궁,재현,관람형,현장참여,2022,12,1,Thursday,목,0,기타,1,10:00,14:00,,0,0,0,0,1,0,0,0,0,1
